weekday;day;month;year;time;CONSUMO_TOTAL PDG;AVAC PDG;IT PDG
Thu;26;1;2017;18:45;7.0;2.21;4.24
Thu;26;1;2017;19:00;6.0;2.0;4.24
Thu;26;1;2017;19:15;7.0;1.88;4.24
Thu;26;1;2017;19:30;8.0;2.84;4.24
Thu;26;1;2017;19:45;7.0;2.17;4.24
Thu;26;1;2017;20:00;6.0;1.85;4.24
Thu;26;1;2017;20:15;7.0;2.09;4.23
Thu;26;1;2017;20:30;8.0;2.81;4.23
Thu;26;1;2017;20:45;6.0;1.99;4.22
Thu;26;1;2017;21:00;6.0;1.91;4.22
Thu;26;1;2017;21:15;7.0;2.49;4.22
Thu;26;1;2017;21:30;7.0;2.47;4.23
Thu;26;1;2017;21:45;6.0;1.68;4.23
Thu;26;1;2017;22:00;7.0;2.28;4.22
Thu;26;1;2017;22:15;7.0;2.78;4.23
Thu;26;1;2017;22:30;6.0;1.77;4.22
Thu;26;1;2017;22:45;7.0;1.98;4.22
Thu;26;1;2017;23:00;7.0;2.68;4.23
Thu;26;1;2017;23:15;6.0;2.27;4.22
Thu;26;1;2017;23:30;7.0;2.18;4.22
Thu;26;1;2017;23:45;6.0;2.0;4.22
Fri;27;1;2017;00:00;7.0;2.21;4.22
Fri;27;1;2017;00:15;6.0;2.07;4.22
Fri;27;1;2017;00:30;7.0;2.13;4.23
Fri;27;1;2017;00:45;7.0;2.75;4.22
Fri;27;1;2017;01:00;6.0;1.86;4.22
Fri;27;1;2017;01:15;7.0;1.91;4.22
Fri;27;1;2017;01:30;7.0;2.73;4.22
Fri;27;1;2017;01:45;7.0;2.86;4.22
Fri;27;1;2017;02:00;6.0;1.51;4.22
Fri;27;1;2017;02:15;8.0;3.36;4.22
Fri;27;1;2017;02:30;5.0;1.07;4.22
Fri;27;1;2017;02:45;8.0;3.25;4.22
Fri;27;1;2017;03:00;6.0;1.52;4.22
Fri;27;1;2017;03:15;7.0;2.73;4.22
Fri;27;1;2017;03:30;6.0;2.16;4.22
Fri;27;1;2017;03:45;7.0;2.13;4.22
Fri;27;1;2017;04:00;7.0;3.09;4.22
Fri;27;1;2017;04:15;6.0;0.98;4.22
Fri;27;1;2017;04:30;7.0;3.35;4.22
Fri;27;1;2017;04:45;6.0;1.42;4.22
Fri;27;1;2017;05:00;7.0;2.54;4.22
Fri;27;1;2017;05:15;7.0;2.26;4.22
Fri;27;1;2017;05:30;6.0;2.01;4.22
Fri;27;1;2017;05:45;8.0;2.83;4.22
Fri;27;1;2017;06:00;5.0;1.48;4.22
Fri;27;1;2017;06:15;8.0;3.35;4.22
Fri;27;1;2017;06:30;6.0;1.18;4.22
Fri;27;1;2017;06:45;7.0;3.35;4.22
Fri;27;1;2017;07:00;6.0;1.09;4.22
Fri;27;1;2017;07:15;8.0;3.34;4.22
Fri;27;1;2017;07:30;5.0;1.18;4.22
Fri;27;1;2017;07:45;8.0;3.27;4.22
Fri;27;1;2017;08:00;5.0;1.1;4.23
Fri;27;1;2017;08:15;8.0;3.26;4.22
Fri;27;1;2017;08:30;6.0;1.52;4.23
Fri;27;1;2017;08:45;7.0;2.98;4.22
Fri;27;1;2017;09:00;6.0;1.32;4.22
Fri;27;1;2017;09:15;8.0;3.33;4.22
Fri;27;1;2017;09:30;6.0;1.47;4.23
Fri;27;1;2017;09:45;7.0;2.78;4.23
Fri;27;1;2017;10:00;7.0;2.51;4.24
Fri;27;1;2017;10:15;7.0;1.4;4.25
Fri;27;1;2017;10:30;8.0;3.33;4.25
Fri;27;1;2017;10:45;6.0;0.97;4.25
Fri;27;1;2017;11:00;8.0;3.25;4.25
Fri;27;1;2017;11:15;7.0;2.27;4.24
Fri;27;1;2017;11:30;7.0;1.61;4.25
Fri;27;1;2017;11:45;8.0;3.33;4.25
Fri;27;1;2017;12:00;7.0;1.41;4.24
Fri;27;1;2017;12:15;9.0;3.32;4.25
Fri;27;1;2017;12:30;8.0;2.26;4.24
Fri;27;1;2017;12:45;7.0;2.32;4.25
Fri;27;1;2017;13:00;8.0;2.91;4.24
Fri;27;1;2017;13:15;7.0;1.77;4.23
Fri;27;1;2017;13:30;6.0;1.8;4.23
Fri;27;1;2017;13:45;7.0;2.42;4.23
Fri;27;1;2017;14:00;7.0;2.56;4.23
Fri;27;1;2017;14:15;7.0;2.25;4.23
Fri;27;1;2017;14:30;7.0;1.77;4.23
Fri;27;1;2017;14:45;7.0;2.65;4.23
Fri;27;1;2017;15:00;7.0;2.33;4.23
Fri;27;1;2017;15:15;7.0;1.85;4.24
Fri;27;1;2017;15:30;7.0;2.17;4.24
Fri;27;1;2017;15:45;7.0;2.24;4.24
Fri;27;1;2017;16:00;7.0;2.48;4.24
Fri;27;1;2017;16:15;7.0;2.51;4.25
Fri;27;1;2017;16:30;7.0;1.66;4.25
Fri;27;1;2017;16:45;8.0;2.82;4.25
Fri;27;1;2017;17:00;7.0;2.04;4.24
Fri;27;1;2017;17:15;7.0;2.14;4.25
Fri;27;1;2017;17:30;7.0;2.61;4.25
Fri;27;1;2017;17:45;7.0;1.85;4.25
Fri;27;1;2017;18:00;7.0;2.49;4.24
Fri;27;1;2017;18:15;8.0;2.5;4.23
Fri;27;1;2017;18:30;6.0;1.7;4.22
Fri;27;1;2017;18:45;8.0;2.97;4.23
Fri;27;1;2017;19:00;6.0;1.95;4.22
Fri;27;1;2017;19:15;6.0;1.8;4.22
Fri;27;1;2017;19:30;8.0;2.98;4.22
Fri;27;1;2017;19:45;6.0;1.88;4.23
Fri;27;1;2017;20:00;7.0;2.05;4.22
Fri;27;1;2017;20:15;7.0;2.92;4.22
Fri;27;1;2017;20:30;6.0;1.79;4.22
Fri;27;1;2017;20:45;7.0;2.01;4.23
Fri;27;1;2017;21:00;7.0;2.84;4.22
Fri;27;1;2017;21:15;6.0;1.75;4.22
Fri;27;1;2017;21:30;7.0;2.04;4.22
Fri;27;1;2017;21:45;7.0;3.02;4.22
Fri;27;1;2017;22:00;6.0;1.67;4.23
Fri;27;1;2017;22:15;7.0;2.48;4.22
Fri;27;1;2017;22:30;7.0;2.36;4.22
Fri;27;1;2017;22:45;6.0;1.71;4.22
Fri;27;1;2017;23:00;8.0;3.05;4.23
Fri;27;1;2017;23:15;6.0;1.93;4.22
Fri;27;1;2017;23:30;6.0;1.7;4.22
Fri;27;1;2017;23:45;8.0;3.05;4.22
Sat;28;1;2017;00:00;6.0;1.53;4.23
Sat;28;1;2017;00:15;7.0;2.6;4.22
Sat;28;1;2017;00:30;7.0;2.15;4.22
Sat;28;1;2017;00:45;6.0;1.86;4.22
Sat;28;1;2017;01:00;7.0;2.76;4.22
Sat;28;1;2017;01:15;7.0;2.05;4.22
Sat;28;1;2017;01:30;7.0;2.43;4.22
Sat;28;1;2017;01:45;6.0;2.35;4.22
Sat;28;1;2017;02:00;6.0;1.65;4.22
Sat;28;1;2017;02:15;8.0;3.36;4.22
Sat;28;1;2017;02:30;7.0;1.84;4.21
Sat;28;1;2017;02:45;6.0;1.69;4.22
Sat;28;1;2017;03:00;8.0;3.36;4.22
Sat;28;1;2017;03:15;6.0;1.58;4.22
Sat;28;1;2017;03:30;6.0;2.03;4.22
Sat;28;1;2017;03:45;8.0;3.35;4.21
Sat;28;1;2017;04:00;5.0;0.84;4.21
Sat;28;1;2017;04:15;8.0;3.11;4.22
Sat;28;1;2017;04:30;6.0;1.19;4.22
Sat;28;1;2017;04:45;7.0;3.36;4.21
Sat;28;1;2017;05:00;8.0;2.96;4.21
Sat;28;1;2017;05:15;5.0;0.75;4.22
Sat;28;1;2017;05:30;7.0;2.72;4.21
Sat;28;1;2017;05:45;8.0;3.37;4.22
Sat;28;1;2017;06:00;6.0;1.17;4.21
Sat;28;1;2017;06:15;6.0;2.06;4.22
Sat;28;1;2017;06:30;8.0;3.36;4.22
Sat;28;1;2017;06:45;6.0;1.3;4.22
Sat;28;1;2017;07:00;7.0;2.51;4.22
Sat;28;1;2017;07:15;7.0;2.83;4.21
Sat;28;1;2017;07:30;5.0;0.95;4.22
Sat;28;1;2017;07:45;8.0;3.35;4.22
Sat;28;1;2017;08:00;7.0;2.08;4.21
Sat;28;1;2017;08:15;6.0;1.8;4.22
Sat;28;1;2017;08:30;8.0;3.36;4.22
Sat;28;1;2017;08:45;5.0;1.12;4.21
Sat;28;1;2017;09:00;7.0;2.31;4.22
Sat;28;1;2017;09:15;8.0;3.35;4.22
Sat;28;1;2017;09:30;6.0;1.26;4.22
Sat;28;1;2017;09:45;6.0;2.37;4.22
Sat;28;1;2017;10:00;8.0;3.34;4.22
Sat;28;1;2017;10:15;6.0;1.67;4.22
Sat;28;1;2017;10:30;7.0;1.96;4.22
Sat;28;1;2017;10:45;8.0;3.34;4.22
Sat;28;1;2017;11:00;5.0;1.15;4.22
Sat;28;1;2017;11:15;7.0;2.48;4.22
Sat;28;1;2017;11:30;8.0;3.34;4.22
Sat;28;1;2017;11:45;6.0;1.41;4.22
Sat;28;1;2017;12:00;6.0;2.01;4.23
Sat;28;1;2017;12:15;8.0;3.34;4.22
Sat;28;1;2017;12:30;6.0;1.11;4.22
Sat;28;1;2017;12:45;7.0;2.63;4.22
Sat;28;1;2017;13:00;7.0;2.93;4.22
Sat;28;1;2017;13:15;6.0;1.68;4.22
Sat;28;1;2017;13:30;7.0;2.41;4.22
Sat;28;1;2017;13:45;7.0;2.55;4.22
Sat;28;1;2017;14:00;6.0;1.73;4.22
Sat;28;1;2017;14:15;8.0;3.11;4.22
Sat;28;1;2017;14:30;6.0;1.6;4.22
Sat;28;1;2017;14:45;8.0;3.17;4.22
Sat;28;1;2017;15:00;6.0;1.44;4.22
Sat;28;1;2017;15:15;7.0;3.16;4.22
Sat;28;1;2017;15:30;6.0;1.29;4.22
Sat;28;1;2017;15:45;7.0;3.1;4.22
Sat;28;1;2017;16:00;7.0;2.17;4.22
Sat;28;1;2017;16:15;7.0;2.22;4.22
Sat;28;1;2017;16:30;7.0;2.79;4.22
Sat;28;1;2017;16:45;6.0;1.77;4.22
Sat;28;1;2017;17:00;8.0;3.17;4.22
Sat;28;1;2017;17:15;6.0;1.36;4.22
Sat;28;1;2017;17:30;7.0;3.17;4.22
Sat;28;1;2017;17:45;6.0;1.37;4.22
Sat;28;1;2017;18:00;8.0;3.16;4.22
Sat;28;1;2017;18:15;6.0;1.7;4.22
Sat;28;1;2017;18:30;7.0;2.71;4.22
Sat;28;1;2017;18:45;7.0;2.22;4.22
Sat;28;1;2017;19:00;7.0;2.52;4.22
Sat;28;1;2017;19:15;6.0;2.02;4.22
Sat;28;1;2017;19:30;7.0;2.58;4.22
Sat;28;1;2017;19:45;6.0;1.8;4.22
Sat;28;1;2017;20:00;8.0;2.9;4.22
Sat;28;1;2017;20:15;6.0;1.57;4.22
Sat;28;1;2017;20:30;7.0;3.08;4.22
Sat;28;1;2017;20:45;6.0;1.49;4.22
Sat;28;1;2017;21:00;8.0;3.17;4.22
Sat;28;1;2017;21:15;6.0;1.45;4.22
Sat;28;1;2017;21:30;7.0;3.17;4.22
Sat;28;1;2017;21:45;6.0;1.46;4.22
Sat;28;1;2017;22:00;8.0;2.87;4.22
Sat;28;1;2017;22:15;6.0;1.96;4.22
Sat;28;1;2017;22:30;7.0;2.08;4.22
Sat;28;1;2017;22:45;7.0;2.84;4.22
Sat;28;1;2017;23:00;6.0;1.82;4.22
Sat;28;1;2017;23:15;7.0;2.4;4.22
Sat;28;1;2017;23:30;7.0;2.72;4.22
Sat;28;1;2017;23:45;6.0;1.76;4.22
Sun;29;1;2017;00:00;7.0;2.13;4.22
Sun;29;1;2017;00:15;7.0;2.61;4.22
Sun;29;1;2017;00:30;6.0;1.77;4.22
Sun;29;1;2017;00:45;8.0;2.72;4.22
Sun;29;1;2017;01:00;6.0;2.18;4.22
Sun;29;1;2017;01:15;6.0;1.71;4.22
Sun;29;1;2017;01:30;8.0;2.72;4.22
Sun;29;1;2017;01:45;7.0;2.58;4.22
Sun;29;1;2017;02:00;6.0;1.38;4.22
Sun;29;1;2017;02:15;7.0;3.38;4.22
Sun;29;1;2017;02:30;8.0;2.74;4.21
Sun;29;1;2017;02:45;5.0;0.94;4.22
Sun;29;1;2017;03:00;8.0;3.36;4.22
Sun;29;1;2017;03:15;7.0;2.62;4.21
Sun;29;1;2017;03:30;5.0;1.25;4.22
Sun;29;1;2017;03:45;8.0;3.37;4.22
Sun;29;1;2017;04:00;7.0;1.78;4.22
Sun;29;1;2017;04:15;6.0;2.3;4.22
Sun;29;1;2017;04:30;8.0;3.37;4.21
Sun;29;1;2017;04:45;5.0;0.81;4.21
Sun;29;1;2017;05:00;8.0;2.71;4.22
Sun;29;1;2017;05:15;7.0;3.37;4.21
Sun;29;1;2017;05:30;6.0;0.96;4.21
Sun;29;1;2017;05:45;7.0;2.77;4.22
Sun;29;1;2017;06:00;7.0;2.36;4.21
Sun;29;1;2017;06:15;6.0;1.8;4.22
Sun;29;1;2017;06:30;8.0;3.36;4.22
Sun;29;1;2017;06:45;5.0;0.88;4.22
Sun;29;1;2017;07:00;8.0;3.08;4.22
Sun;29;1;2017;07:15;6.0;2.03;4.22
Sun;29;1;2017;07:30;7.0;1.86;4.22
Sun;29;1;2017;07:45;7.0;3.36;4.22
Sun;29;1;2017;08:00;6.0;1.38;4.22
Sun;29;1;2017;08:15;7.0;2.78;4.22
Sun;29;1;2017;08:30;7.0;2.42;4.21
Sun;29;1;2017;08:45;6.0;1.57;4.22
Sun;29;1;2017;09:00;8.0;3.22;4.22
Sun;29;1;2017;09:15;6.0;1.11;4.22
Sun;29;1;2017;09:30;7.0;3.36;4.22
Sun;29;1;2017;09:45;6.0;1.04;4.22
Sun;29;1;2017;10:00;8.0;3.3;4.22
Sun;29;1;2017;10:15;7.0;2.71;4.22
Sun;29;1;2017;10:30;5.0;1.26;4.22
Sun;29;1;2017;10:45;8.0;3.35;4.22
Sun;29;1;2017;11:00;6.0;0.97;4.22
Sun;29;1;2017;11:15;7.0;3.34;4.22
Sun;29;1;2017;11:30;8.0;2.57;4.22
Sun;29;1;2017;11:45;5.0;1.26;4.22
Sun;29;1;2017;12:00;8.0;3.36;4.22
Sun;29;1;2017;12:15;7.0;2.15;4.22
Sun;29;1;2017;12:30;6.0;1.79;4.22
Sun;29;1;2017;12:45;8.0;3.37;4.22
Sun;29;1;2017;13:00;5.0;1.05;4.22
Sun;29;1;2017;13:15;7.0;2.34;4.22
Sun;29;1;2017;13:30;7.0;2.57;4.22
Sun;29;1;2017;13:45;7.0;2.03;4.22
Sun;29;1;2017;14:00;7.0;2.49;4.22
Sun;29;1;2017;14:15;6.0;1.88;4.22
Sun;29;1;2017;14:30;7.0;3.13;4.22
Sun;29;1;2017;14:45;7.0;1.62;4.22
Sun;29;1;2017;15:00;7.0;3.04;4.22
Sun;29;1;2017;15:15;6.0;1.55;4.22
Sun;29;1;2017;15:30;8.0;2.97;4.22
Sun;29;1;2017;15:45;6.0;1.86;4.22
Sun;29;1;2017;16:00;6.0;2.12;4.22
Sun;29;1;2017;16:15;8.0;2.72;4.22
Sun;29;1;2017;16:30;6.0;1.86;4.22
Sun;29;1;2017;16:45;7.0;2.91;4.22
Sun;29;1;2017;17:00;6.0;1.7;4.22
Sun;29;1;2017;17:15;8.0;3.18;4.22
Sun;29;1;2017;17:30;6.0;1.57;4.22
Sun;29;1;2017;17:45;8.0;3.17;4.22
Sun;29;1;2017;18:00;6.0;1.47;4.22
Sun;29;1;2017;18:15;7.0;3.18;4.22
Sun;29;1;2017;18:30;6.0;1.63;4.22
Sun;29;1;2017;18:45;7.0;2.56;4.22
Sun;29;1;2017;19:00;7.0;2.05;4.22
Sun;29;1;2017;19:15;7.0;2.8;4.22
Sun;29;1;2017;19:30;6.0;1.75;4.23
Sun;29;1;2017;19:45;7.0;2.47;4.22
Sun;29;1;2017;20:00;7.0;2.03;4.22
Sun;29;1;2017;20:15;7.0;2.74;4.22
Sun;29;1;2017;20:30;6.0;1.98;4.23
Sun;29;1;2017;20:45;7.0;1.78;4.22
Sun;29;1;2017;21:00;7.0;3.14;4.22
Sun;29;1;2017;21:15;6.0;1.45;4.22
Sun;29;1;2017;21:30;8.0;3.1;4.22
Sun;29;1;2017;21:45;6.0;1.48;4.22
Sun;29;1;2017;22:00;7.0;3.16;4.22
Sun;29;1;2017;22:15;6.0;1.5;4.22
Sun;29;1;2017;22:30;7.0;2.73;4.22
Sun;29;1;2017;22:45;7.0;1.95;4.22
Sun;29;1;2017;23:00;7.0;2.54;4.22
Sun;29;1;2017;23:15;6.0;1.96;4.22
Sun;29;1;2017;23:30;8.0;3.08;4.22
Sun;29;1;2017;23:45;6.0;1.32;4.22
Mon;30;1;2017;00:00;7.0;3.17;4.22
Mon;30;1;2017;00:15;6.0;1.33;4.22
Mon;30;1;2017;00:30;8.0;3.17;4.22
Mon;30;1;2017;00:45;5.0;1.45;4.22
Mon;30;1;2017;01:00;8.0;3.08;4.22
Mon;30;1;2017;01:15;6.0;1.61;4.22
Mon;30;1;2017;01:30;7.0;2.83;4.22
Mon;30;1;2017;01:45;7.0;2.62;4.21
Mon;30;1;2017;02:00;6.0;0.92;4.22
Mon;30;1;2017;02:15;8.0;3.43;4.22
Mon;30;1;2017;02:30;7.0;2.56;4.22
Mon;30;1;2017;02:45;6.0;1.25;4.22
Mon;30;1;2017;03:00;7.0;3.38;4.21
Mon;30;1;2017;03:15;7.0;2.57;4.21
Mon;30;1;2017;03:30;6.0;0.95;4.22
Mon;30;1;2017;03:45;8.0;3.38;4.21
Mon;30;1;2017;04:00;8.0;3.4;4.21
Mon;30;1;2017;04:15;5.0;1.32;4.21
Mon;30;1;2017;04:30;6.0;1.57;4.22
Mon;30;1;2017;04:45;8.0;3.35;4.21
Mon;30;1;2017;05:00;7.0;2.4;4.21
Mon;30;1;2017;05:15;6.0;1.22;4.21
Mon;30;1;2017;05:30;7.0;3.36;4.21
Mon;30;1;2017;05:45;7.0;1.99;4.21
Mon;30;1;2017;06:00;6.0;1.77;4.22
Mon;30;1;2017;06:15;8.0;3.36;4.21
Mon;30;1;2017;06:30;6.0;1.25;4.21
Mon;30;1;2017;06:45;6.0;2.37;4.22
Mon;30;1;2017;07:00;8.0;3.06;4.22
Mon;30;1;2017;07:15;5.0;1.02;4.22
Mon;30;1;2017;07:30;8.0;3.34;4.22
Mon;30;1;2017;07:45;7.0;1.79;4.21
Mon;30;1;2017;08:00;6.0;2.13;4.22
Mon;30;1;2017;08:15;8.0;3.06;4.21
Mon;30;1;2017;08:30;5.0;0.8;4.22
Mon;30;1;2017;08:45;8.0;3.34;4.22
Mon;30;1;2017;09:00;7.0;2.82;4.22
Mon;30;1;2017;09:15;5.0;0.94;4.22
Mon;30;1;2017;09:30;8.0;3.33;4.22
Mon;30;1;2017;09:45;7.0;1.88;4.23
Mon;30;1;2017;10:00;7.0;2.11;4.25
Mon;30;1;2017;10:15;7.0;1.83;4.25
Mon;30;1;2017;10:30;8.0;3.33;4.24
Mon;30;1;2017;10:45;7.0;2.17;4.24
Mon;30;1;2017;11:00;7.0;1.45;4.25
Mon;30;1;2017;11:15;8.0;3.33;4.25
Mon;30;1;2017;11:30;7.0;1.95;4.24
Mon;30;1;2017;11:45;6.0;1.7;4.24
Mon;30;1;2017;12:00;9.0;3.33;4.23
Mon;30;1;2017;12:15;6.0;1.42;4.23
Mon;30;1;2017;12:30;7.0;2.54;4.23
Mon;30;1;2017;12:45;8.0;2.49;4.23
Mon;30;1;2017;13:00;5.0;1.14;4.23
Mon;30;1;2017;13:15;8.0;2.47;4.22
Mon;30;1;2017;13:30;7.0;2.14;4.23
Mon;30;1;2017;13:45;6.0;2.14;4.23
Mon;30;1;2017;14:00;7.0;2.69;4.23
Mon;30;1;2017;14:15;7.0;1.85;4.23
Mon;30;1;2017;14:30;7.0;2.85;4.22
Mon;30;1;2017;14:45;7.0;2.06;4.23
Mon;30;1;2017;15:00;6.0;1.99;4.23
Mon;30;1;2017;15:15;8.0;2.65;4.23
Mon;30;1;2017;15:30;7.0;2.46;4.23
Mon;30;1;2017;15:45;7.0;2.0;4.24
Mon;30;1;2017;16:00;7.0;2.19;4.23
Mon;30;1;2017;16:15;8.0;2.78;4.23
Mon;30;1;2017;16:30;7.0;1.88;4.24
Mon;30;1;2017;16:45;7.0;2.29;4.23
Mon;30;1;2017;17:00;7.0;2.68;4.23
Mon;30;1;2017;17:15;7.0;1.99;4.24
Mon;30;1;2017;17:30;7.0;1.94;4.23
Mon;30;1;2017;17:45;8.0;2.57;4.23
Mon;30;1;2017;18:00;7.0;2.53;4.24
Mon;30;1;2017;18:15;7.0;1.85;4.24
Mon;30;1;2017;18:30;7.0;2.11;4.23
Mon;30;1;2017;18:45;7.0;2.76;4.24
Mon;30;1;2017;19:00;7.0;2.21;4.24
Mon;30;1;2017;19:15;7.0;2.01;4.24
Mon;30;1;2017;19:30;7.0;2.08;4.22
Mon;30;1;2017;19:45;6.0;2.07;4.22
Mon;30;1;2017;20:00;7.0;2.29;4.22
Mon;30;1;2017;20:15;7.0;2.58;4.23
Mon;30;1;2017;20:30;7.0;2.28;4.22
Mon;30;1;2017;20:45;7.0;2.19;4.22
Mon;30;1;2017;21:00;6.0;2.07;4.22
Mon;30;1;2017;21:15;7.0;2.06;4.22
Mon;30;1;2017;21:30;7.0;2.46;4.23
Mon;30;1;2017;21:45;6.0;2.05;4.22
Mon;30;1;2017;22:00;7.0;2.21;4.22
Mon;30;1;2017;22:15;6.0;2.17;4.23
Mon;30;1;2017;22:30;7.0;2.23;4.23
Mon;30;1;2017;22:45;7.0;2.09;4.22
Mon;30;1;2017;23:00;6.0;2.35;4.22
Mon;30;1;2017;23:15;7.0;1.99;4.22
Mon;30;1;2017;23:30;7.0;2.19;4.23
Mon;30;1;2017;23:45;6.0;2.14;4.22
Tue;31;1;2017;00:00;7.0;2.05;4.22
Tue;31;1;2017;00:15;7.0;2.33;4.22
Tue;31;1;2017;00:30;6.0;2.24;4.23
Tue;31;1;2017;00:45;7.0;2.28;4.22
Tue;31;1;2017;01:00;7.0;2.21;4.23
Tue;31;1;2017;01:15;6.0;2.3;4.22
Tue;31;1;2017;01:30;7.0;2.03;4.22
Tue;31;1;2017;01:45;7.0;2.97;4.22
Tue;31;1;2017;02:00;6.0;1.6;4.22
Tue;31;1;2017;02:15;8.0;2.83;4.22
Tue;31;1;2017;02:30;6.0;1.72;4.22
Tue;31;1;2017;02:45;8.0;3.34;4.22
Tue;31;1;2017;03:00;5.0;1.12;4.22
Tue;31;1;2017;03:15;8.0;2.95;4.22
Tue;31;1;2017;03:30;6.0;1.34;4.22
Tue;31;1;2017;03:45;7.0;3.25;4.22
Tue;31;1;2017;04:00;6.0;1.17;4.22
Tue;31;1;2017;04:15;8.0;3.26;4.22
Tue;31;1;2017;04:30;5.0;1.18;4.22
Tue;31;1;2017;04:45;8.0;3.23;4.22
Tue;31;1;2017;05:00;6.0;1.41;4.22
Tue;31;1;2017;05:15;7.0;2.95;4.22
Tue;31;1;2017;05:30;7.0;2.04;4.22
Tue;31;1;2017;05:45;7.0;2.27;4.22
Tue;31;1;2017;06:00;6.0;1.45;4.22
Tue;31;1;2017;06:15;7.0;3.35;4.22
Tue;31;1;2017;06:30;7.0;1.9;4.22
Tue;31;1;2017;06:45;6.0;2.07;4.22
Tue;31;1;2017;07:00;8.0;2.85;4.22
Tue;31;1;2017;07:15;6.0;1.71;4.22
Tue;31;1;2017;07:30;6.0;1.77;4.22
Tue;31;1;2017;07:45;7.0;3.02;4.22
Tue;31;1;2017;08:00;7.0;2.42;4.22
Tue;31;1;2017;08:15;6.0;1.53;4.23
Tue;31;1;2017;08:30;8.0;3.36;4.22
Tue;31;1;2017;08:45;6.0;1.06;4.22
Tue;31;1;2017;09:00;7.0;2.99;4.22
Tue;31;1;2017;09:15;6.0;1.52;4.22
Tue;31;1;2017;09:30;8.0;3.04;4.22
Tue;31;1;2017;09:45;6.0;1.93;4.23
Tue;31;1;2017;10:00;7.0;2.37;4.25
Tue;31;1;2017;10:15;8.0;2.91;4.25
Tue;31;1;2017;10:30;7.0;1.73;4.25
Tue;31;1;2017;10:45;8.0;3.33;4.26
Tue;31;1;2017;11:00;6.0;0.92;4.25
Tue;31;1;2017;11:15;8.0;2.93;4.25
Tue;31;1;2017;11:30;7.0;1.82;4.23
Tue;31;1;2017;11:45;7.0;2.41;4.24
Tue;31;1;2017;12:00;7.0;2.56;4.23
Tue;31;1;2017;12:15;7.0;1.86;4.24
Tue;31;1;2017;12:30;8.0;3.34;4.23
Tue;31;1;2017;12:45;6.0;1.05;4.23
Tue;31;1;2017;13:00;7.0;2.92;4.23
Tue;31;1;2017;13:15;7.0;1.87;4.23
Tue;31;1;2017;13:30;7.0;2.26;4.23
Tue;31;1;2017;13:45;8.0;2.99;4.23
Tue;31;1;2017;14:00;7.0;1.99;4.22
Tue;31;1;2017;14:15;8.0;3.02;4.23
Tue;31;1;2017;14:30;6.0;1.58;4.23
Tue;31;1;2017;14:45;7.0;2.21;4.23
Tue;31;1;2017;15:00;8.0;2.62;4.24
Tue;31;1;2017;15:15;6.0;1.58;4.25
Tue;31;1;2017;15:30;8.0;3.0;4.25
Tue;31;1;2017;15:45;7.0;2.03;4.25
Tue;31;1;2017;16:00;6.0;1.98;4.24
Tue;31;1;2017;16:15;8.0;2.71;4.25
Tue;31;1;2017;16:30;7.0;1.99;4.25
Tue;31;1;2017;16:45;7.0;1.94;4.25
Tue;31;1;2017;17:00;7.0;2.91;4.25
Tue;31;1;2017;17:15;7.0;1.66;4.25
Tue;31;1;2017;17:30;7.0;2.76;4.24
Tue;31;1;2017;17:45;7.0;2.27;4.24
Tue;31;1;2017;18:00;7.0;1.65;4.23
Tue;31;1;2017;18:15;8.0;3.17;4.24
Tue;31;1;2017;18:30;6.0;1.64;4.24
Tue;31;1;2017;18:45;8.0;2.51;4.24
Tue;31;1;2017;19:00;6.0;2.26;4.23
Tue;31;1;2017;19:15;7.0;2.01;4.22
Tue;31;1;2017;19:30;7.0;2.62;4.23
Tue;31;1;2017;19:45;6.0;1.71;4.23
Tue;31;1;2017;20:00;7.0;3.01;4.22
Tue;31;1;2017;20:15;7.0;1.88;4.22
Tue;31;1;2017;20:30;6.0;2.23;4.23
Tue;31;1;2017;20:45;7.0;2.57;4.22
Tue;31;1;2017;21:00;6.0;1.73;4.23
Tue;31;1;2017;21:15;8.0;2.95;4.22
Tue;31;1;2017;21:30;6.0;1.7;4.22
Tue;31;1;2017;21:45;7.0;2.6;4.22
Tue;31;1;2017;22:00;6.0;2.3;4.23
Tue;31;1;2017;22:15;7.0;1.95;4.22
Tue;31;1;2017;22:30;7.0;2.81;4.22
Tue;31;1;2017;22:45;6.0;1.69;4.22
Tue;31;1;2017;23:00;7.0;2.71;4.23
Tue;31;1;2017;23:15;7.0;2.04;4.22
Tue;31;1;2017;23:30;6.0;2.3;4.22
Tue;31;1;2017;23:45;7.0;2.4;4.22
Wed;1;2;2017;00:00;6.0;1.86;4.22
Wed;1;2;2017;00:15;8.0;2.9;4.22
Wed;1;2;2017;00:30;6.0;1.87;4.22
Wed;1;2;2017;00:45;7.0;2.37;4.22
Wed;1;2;2017;01:00;7.0;2.5;4.23
Wed;1;2;2017;01:15;6.0;1.87;4.22
Wed;1;2;2017;01:30;7.0;2.32;4.22
Wed;1;2;2017;01:45;7.0;3.39;4.22
Wed;1;2;2017;02:00;6.0;1.32;4.22
Wed;1;2;2017;02:15;7.0;2.68;4.22
Wed;1;2;2017;02:30;8.0;3.36;4.22
Wed;1;2;2017;02:45;5.0;1.09;4.21
Wed;1;2;2017;03:00;8.0;2.95;4.22
Wed;1;2;2017;03:15;7.0;3.37;4.21
Wed;1;2;2017;03:30;6.0;0.87;4.21
